3,안태건,서울시 마포구 고산14길,890606-1000000,1,2,3,4,5,6,7,8,9,10
4,이현준,서울시 구로구,900115-1123424,11,12,13,14,15,16,17,18,19,20
5,,,,,,,,,,,,,
6,문상민,서울시 강남구,910101-122222,111,122,133,144,155,166,177,188,199,300
7,송준철,서울시 강남구,910101-122222,111,122,133,144,155,166,177,188,199,300
27,3,서울시 강남구,910101-122222,111,122,133,144,155,166,177,188,199,300
28,3,서울시 강남구,910101-122222,111,122,133,144,155,166,177,188,199,300
29,으앙,서울시 강남구,910101-122222,111,122,133,144,155,166,177,188,199,300
30,헉,서울시 강남구,910101-122222,111,122,133,155,,166,177,188,199,300
31,헉,서울시 강남구,910101-122222,111,122,133,155,,166,177,188,199,300
32,헉,서울시 강남구,910101-122222,111,122,133,155,,166,177,188,199,300
36,헉스,서울시 강남구,910101-122222,111,122,133,155,,166,177,188,199,300
37,헉스1,서울시 강남구,910101-122222,111,122,133,155,,166,177,188,199,300
38,1,1,,,,,,,,,,,
39,1,1,,,,,,,,,,,
40,3,3,,,,,,,,,,,
41,4,4,,,,,,,,,,,
42,4,4,,,,,,,,,,,
43,100000,100000,,,,,,,,,,,
44,100000,100000,,,,,,,,,,,
45,100000,100000,,,,,,,,,,,
46,99999,99999,,,,,,,,,,,
47,99999,99999,,,,,,,,,,,
1051,헉스1,서울시 강남구,910101-122222,111,122,133,155,,166,177,188,199,300
1061,100,100,,,,,,,,,,,
1062,헉스1,서울시 강남구,910101-122222,111,122,133,155,,166,177,188,199,300
1063,헉스1,서울시 강남구,910101-122222,111,122,133,155,,166,177,188,199,300
1064,a,b,,,,,,,,,,,
1065,a,b,,,,,,,,,,,
1066,a,b,,,,,,,,,,,
1067,a,b,,,,,,,,,,,
1068,a,b,,,,,,,,,,,
1069,a,b,,,,,,,,,,,
1070,a,b,,,,,,,,,,,
1071,a,b,,,,,,,,,,,
1072,a,b,,,,,,,,,,,
3454,389,389,389,389,389,389,389,389,389,389,389,389,389
3455,390,390,390,390,390,390,390,390,390,390,390,390,390
3456,391,391,391,391,391,391,391,391,391,391,391,391,391
3457,392,392,392,392,392,392,392,392,392,392,392,392,392
3458,393,393,393,393,393,393,393,393,393,393,393,393,393
3459,394,394,394,394,394,394,394,394,394,394,394,394,394
3460,395,395,395,395,395,395,395,395,395,395,395,395,395
3461,396,396,396,396,396,396,396,396,396,396,396,396,396
3462,397,397,397,397,397,397,397,397,397,397,397,397,397
3463,398,398,398,398,398,398,398,398,398,398,398,398,398
3464,399,399,399,399,399,399,399,399,399,399,399,399,399
3465,400,400,400,400,400,400,400,400,400,400,400,400,400
3466,401,401,401,401,401,401,401,401,401,401,401,401,401
3467,402,402,402,402,402,402,402,402,402,402,402,402,402
3468,403,403,403,403,403,403,403,403,403,403,403,403,403
3469,404,404,404,404,404,404,404,404,404,404,404,404,404
3470,405,405,405,405,405,405,405,405,405,405,405,405,405
3471,406,406,406,406,406,406,406,406,406,406,406,406,406
3472,407,407,407,407,407,407,407,407,407,407,407,407,407
3473,408,408,408,408,408,408,408,408,408,408,408,408,408
3474,409,409,409,409,409,409,409,409,409,409,409,409,409
3475,410,410,410,410,410,410,410,410,410,410,410,410,410
3476,411,411,411,411,411,411,411,411,411,411,411,411,411
3477,412,412,412,412,412,412,412,412,412,412,412,412,412
3478,413,413,413,413,413,413,413,413,413,413,413,413,413
3479,414,414,414,414,414,414,414,414,414,414,414,414,414
3480,415,415,415,415,415,415,415,415,415,415,415,415,415
3481,416,416,416,416,416,416,416,416,416,416,416,416,416
3482,417,417,417,417,417,417,417,417,417,417,417,417,417
3483,418,418,418,418,418,418,418,418,418,418,418,418,418
3484,419,419,419,419,419,419,419,419,419,419,419,419,419
3485,420,420,420,420,420,420,420,420,420,420,420,420,420
3486,421,421,421,421,421,421,421,421,421,421,421,421,421
3487,422,422,422,422,422,422,422,422,422,422,422,422,422
3488,423,423,423,423,423,423,423,423,423,423,423,423,423
3489,424,424,424,424,424,424,424,424,424,424,424,424,424
3490,425,425,425,425,425,425,425,425,425,425,425,425,425
3491,426,426,426,426,426,426,426,426,426,426,426,426,426
3492,427,427,427,427,427,427,427,427,427,427,427,427,427
3493,428,428,428,428,428,428,428,428,428,428,428,428,428
3494,429,429,429,429,429,429,429,429,429,429,429,429,429
3495,430,430,430,430,430,430,430,430,430,430,430,430,430
3496,431,431,431,431,431,431,431,431,431,431,431,431,431
3497,432,432,432,432,432,432,432,432,432,432,432,432,432
3498,433,433,433,433,433,433,433,433,433,433,433,433,433
3499,434,434,434,434,434,434,434,434,434,434,434,434,434
3500,435,435,435,435,435,435,435,435,435,435,435,435,435
3501,436,436,436,436,436,436,436,436,436,436,436,436,436
3502,437,437,437,437,437,437,437,437,437,437,437,437,437
3503,438,438,438,438,438,438,438,438,438,438,438,438,438
3504,439,439,439,439,439,439,439,439,439,439,439,439,439
3505,440,440,440,440,440,440,440,440,440,440,440,440,440
3506,441,441,441,441,441,441,441,441,441,441,441,441,441
3507,442,442,442,442,442,442,442,442,442,442,442,442,442
1247,a,b,,,,,,,,,,,
1248,a,b,,,,,,,,,,,
1249,a,b,,,,,,,,,,,
1250,a,b,,,,,,,,,,,
1251,a,b,,,,,,,,,,,
1252,a,b,,,,,,,,,,,
1253,a,b,,,,,,,,,,,
1254,a,b,,,,,,,,,,,
1255,a,b,,,,,,,,,,,
1256,a,b,,,,,,,,,,,
1257,a,b,,,,,,,,,,,
1258,a,b,,,,,,,,,,,
1259,a,b,,,,,,,,,,,
1260,a,b,,,,,,,,,,,
1261,a,b,,,,,,,,,,,
1262,a,b,,,,,,,,,,,
1263,a,b,,,,,,,,,,,
1264,a,b,,,,,,,,,,,
1265,a,b,,,,,,,,,,,
1266,a,b,,,,,,,,,,,
1267,a,b,,,,,,,,,,,
1268,a,b,,,,,,,,,,,
1269,a,b,,,,,,,,,,,
1270,a,b,,,,,,,,,,,
1271,a,b,,,,,,,,,,,
1272,a,b,,,,,,,,,,,
1273,a,b,,,,,,,,,,,
1274,a,b,,,,,,,,,,,
1275,a,b,,,,,,,,,,,
1276,a,b,,,,,,,,,,,
1277,a,b,,,,,,,,,,,
1278,a,b,,,,,,,,,,,
1279,a,b,,,,,,,,,,,
1280,a,b,,,,,,,,,,,
1281,a,b,,,,,,,,,,,
1282,a,b,,,,,,,,,,,
1283,a,b,,,,,,,,,,,
1284,a,b,,,,,,,,,,,
1285,a,b,,,,,,,,,,,
1286,a,b,,,,,,,,,,,
1287,a,b,,,,,,,,,,,
1288,a,b,,,,,,,,,,,
1289,a,b,,,,,,,,,,,
1290,a,b,,,,,,,,,,,
1291,a,b,,,,,,,,,,,
1292,a,b,,,,,,,,,,,
1293,a,b,,,,,,,,,,,
1294,a,b,,,,,,,,,,,
1295,a,b,,,,,,,,,,,
1296,a,b,,,,,,,,,,,
1297,a,b,,,,,,,,,,,
1298,a,b,,,,,,,,,,,
1299,a,b,,,,,,,,,,,
1300,a,b,,,,,,,,,,,
1301,a,b,,,,,,,,,,,
1302,a,b,,,,,,,,,,,
1303,a,b,,,,,,,,,,,
1304,a,b,,,,,,,,,,,
1305,a,b,,,,,,,,,,,
1306,a,b,,,,,,,,,,,
1307,a,b,,,,,,,,,,,
1308,a,b,,,,,,,,,,,
1309,a,b,,,,,,,,,,,
1310,a,b,,,,,,,,,,,
1311,a,b,,,,,,,,,,,
1312,a,b,,,,,,,,,,,
1313,a,b,,,,,,,,,,,
1314,a,b,,,,,,,,,,,
1315,a,b,,,,,,,,,,,
1316,a,b,,,,,,,,,,,
1317,a,b,,,,,,,,,,,
1318,a,b,,,,,,,,,,,
1319,a,b,,,,,,,,,,,
1320,a,b,,,,,,,,,,,
1321,a,b,,,,,,,,,,,
1322,a,b,,,,,,,,,,,
1323,a,b,,,,,,,,,,,
1324,a,b,,,,,,,,,,,
1325,a,b,,,,,,,,,,,
1326,a,b,,,,,,,,,,,
1327,a,b,,,,,,,,,,,
1328,a,b,,,,,,,,,,,
1329,a,b,,,,,,,,,,,
1330,a,b,,,,,,,,,,,
1331,a,b,,,,,,,,,,,
1332,a,b,,,,,,,,,,,
1333,a,b,,,,,,,,,,,
1334,a,b,,,,,,,,,,,
1335,a,b,,,,,,,,,,,
1336,a,b,,,,,,,,,,,
1337,a,b,,,,,,,,,,,
1338,a,b,,,,,,,,,,,
1339,a,b,,,,,,,,,,,
1340,a,b,,,,,,,,,,,
1341,a,b,,,,,,,,,,,
1342,a,b,,,,,,,,,,,
1343,a,b,,,,,,,,,,,
1344,a,b,,,,,,,,,,,
1345,a,b,,,,,,,,,,,
1346,a,b,,,,,,,,,,,
1347,a,b,,,,,,,,,,,
1348,a,b,,,,,,,,,,,
1349,a,b,,,,,,,,,,,
1350,a,b,,,,,,,,,,,
1351,a,b,,,,,,,,,,,
1352,a,b,,,,,,,,,,,
1353,a,b,,,,,,,,,,,
1354,a,b,,,,,,,,,,,
1355,a,b,,,,,,,,,,,
1356,a,b,,,,,,,,,,,
1357,a,b,,,,,,,,,,,
1358,a,b,,,,,,,,,,,
1359,a,b,,,,,,,,,,,
1360,a,b,,,,,,,,,,,
1361,a,b,,,,,,,,,,,
1362,a,b,,,,,,,,,,,
1363,a,b,,,,,,,,,,,
1364,a,b,,,,,,,,,,,
1365,a,b,,,,,,,,,,,
1366,a,b,,,,,,,,,,,
1367,a,b,,,,,,,,,,,
1368,a,b,,,,,,,,,,,
1369,a,b,,,,,,,,,,,
1370,a,b,,,,,,,,,,,
1371,a,b,,,,,,,,,,,
1372,a,b,,,,,,,,,,,
1373,a,b,,,,,,,,,,,
1374,a,b,,,,,,,,,,,
1375,a,b,,,,,,,,,,,
1376,a,b,,,,,,,,,,,
1377,a,b,,,,,,,,,,,
1378,a,b,,,,,,,,,,,
1379,a,b,,,,,,,,,,,
1380,a,b,,,,,,,,,,,
1381,a,b,,,,,,,,,,,
1382,a,b,,,,,,,,,,,
1383,a,b,,,,,,,,,,,
1384,a,b,,,,,,,,,,,
1385,a,b,,,,,,,,,,,
1386,a,b,,,,,,,,,,,
